"Year","PlotID","Site","Trans","Plot","TreeID","BAI","CoreID","Pith","Pith.Yr","Inner","Outer","Bark","Use","Notes","Pith.offset","Tree","Spp","Genus","Canopy","Live","Age","BA.m2ha","BAI.filled","BA.tree","Stems","Density.Ha","BAI.filled.plot","BA.plot","BA.m2ha.plot","Density.ha.plot","Stems.plot","BAI.m2ha.plot","BA.m2ha.plot.live","RelBA","Site.Trans","Latitude","Longitude","elev","flow","TPI","sol","sol.lag","Anomaly","Tavg","Precip.PRISM","Tavg.PRISM","Precip.PRISM.sum","BA.tree.cm2"
1996,"HNKA1","HNK","A",1,"HNKA113",858.4079,"HNKA113HI","N",1908,1912,2012,"Y","Y","break at 1927",4,13,"QUPR","Quercus","C","LIVE",88,1.658505,858.4079,52105.09,1,31.83099,15945.29,7948.758,24.08383,509.2958,16,0.5075542,24.16372,0.4080762,"HNKA",38.31762,-79.23926,941.822005663835,0.00808313343328336,0.197661585873733,110253.19323235,110253.19323235,-0.781762631569165,8.78494147678705,122.141666666667,9.38666670521099,1465.7,521.0509
1996,"HNKA3","HNK","A",3,"HNKA321",772.4765,"HNKA321HI","N",1927,1929,2012,"Y","Y","cored twice",2,21,"NYSY","Nyssa","C","LIVE",69,0.4094558,772.4765,21744.86,1,18.8349,25710.94,11976.91,18.13746,640.3868,34,0.4842631,19.61335,0.09949985,"HNKA",38.31877,-79.2409,952.354604604605,0.00617837837837838,0.287183016349687,106063.970434641,106063.970434641,-0.781762631569165,8.1759419868395,122.141666666667,9.38666670521099,1465.7,217.4486
1996,"HNKA3","HNK","A",3,"HNKA323",121.8398,"HNKA323HI","N",1938,1942,2012,"Y","N","poor corr",4,23,"NYSY","Nyssa","I","LIVE",58,0.1217781,121.8398,6467.239,1,18.8349,25710.94,11976.91,18.13746,640.3868,34,0.4842631,19.61335,0.02959271,"HNKA",38.31877,-79.2409,952.354604604605,0.00617837837837838,0.287183016349687,106063.970434641,106063.970434641,-0.781762631569165,8.1759419868395,122.141666666667,9.38666670521099,1465.7,64.67239
1996,"HNKA3","HNK","A",3,"HNKA329",850.0553,"HNKA329HI","N",1911,1917,2012,"Y","Y","switch sides measuring at 1937 b/c of scar",6,29,"ACRU","Acer","C","LIVE",85,1.884747,850.0553,100092.8,1,18.8349,25710.94,11976.91,18.13746,640.3868,34,0.4842631,19.61335,0.458003,"HNKA",38.31877,-79.2409,952.354604604605,0.00617837837837838,0.287183016349687,106063.970434641,106063.970434641,-0.781762631569165,8.1759419868395,122.141666666667,9.38666670521099,1465.7,1000.928
1996,"HNKB1","HNK","B",1,"HNKB117",47.75912,"HNKB117HI","Y",1910,1911,2012,"Y","Y","1986 missing",1,17,"ACRU","Acer","I","LIVE",86,0.2288358,47.75912,10354.56,1,22.10485,10693.48,12019.92,19.48493,464.2019,21,0.2363778,27.91948,0.03227116,"HNKB",38.31586,-79.22329,829.397015920647,0.0137903225806452,0.00899183129115747,104564.560668894,104564.560668894,-0.781762631569165,7.93703666979274,120.730833333333,9.59208340446154,1448.77,103.5456
1996,"HNKB2","HNK","B",2,"HNKB228",18.11293,"HNKB228HI","Y",1929,1930,2012,"Y","N","poor corr, possible -9 shift",1,28,"NYSY","Nyssa","U","LIVE",67,0.0382169,18.11293,1729.271,1,22.10485,13536.13,9788.925,18.23189,685.2504,31,0.2992142,18.36353,0.01096288,"HNKB",38.31543,-79.22434,837.302112029385,0.0125675432006011,0.0698096669171058,105240.191580145,105240.191580145,-0.781762631569165,7.99902988481216,120.730833333333,9.59208340446154,1448.77,17.29271
1996,"HNKB3","HNK","B",3,"HNKB348",10.08129,"HNKB348HI","Y",1918,1919,2012,"Y","N","poor corr",1,48,"NYSY","Nyssa","U","LIVE",78,0.0760892,10.08129,2390.487,1,31.83099,3945.517,2595.785,8.262383,572.9578,18,0.1255897,9.123118,0.03658849,"HNKB",38.31529,-79.22547,843.712810261536,0.0130877811094453,0.131486340163251,105698.576686842,105698.576686842,-0.781762631569165,8.00882389468092,120.730833333333,9.59208340446154,1448.77,23.90487
1996,"HNKC3","HNK","C",3,"HNKC301",41.1474,"HNKC301HI","N",1933,1935,2011,"Y","Y","2010 & 2011 very small",2,1,"NYSY","Nyssa","U","LIVE",63,0.0842774,41.1474,1694.359,1,49.73592,4856.63,4313.137,9.18524,1094.19,22,0.241549,12.78348,0.01324636,"HNKC",38.32188,-79.22275,717.66103239705,1.24081275167785,-0.118992874306069,95529.5060104499,95529.5060104499,-0.781762631569165,7.71822263686903,120.730833333333,9.59208340446154,1448.77,16.94359
1996,"HNKC3","HNK","C",3,"HNKC312",27.88478,"HNKC312HI","Y",1976,1977,2012,"Y","Y","1992 missing",1,12,"ACRU","Acer","U","LIVE",20,0.0692797,27.88478,1392.837,1,49.73592,4856.63,4313.137,9.18524,1094.19,22,0.241549,12.78348,0.01088908,"HNKC",38.32188,-79.22275,717.66103239705,1.24081275167785,-0.118992874306069,95529.5060104499,95529.5060104499,-0.781762631569165,7.71822263686903,120.730833333333,9.59208340446154,1448.77,13.92837
1996,"IRNA1","IRN","A",1,"IRNA108",378.267,"IRNA108HI","N",1916,1918,2012,"Y","Y","cores reversed?",2,8,"QURU","Quercus","C","LIVE",80,1.246488,378.267,39160.78,1,31.83099,5626.041,4077.921,11.87587,286.4789,9,0.1790824,54.2423,0.3021915,"IRNA",36.7531,-81.30619,1242.08090862685,0.0078677641653905,0.116470988599636,108315.822059197,108315.822059197,-0.781762631569165,6.38318709612492,120.404166666667,8.50083321332932,1444.85,391.6078
1996,"IRNA3","IRN","A",3,"IRNA306",544.4788,"IRNA306HI","Y",1975,1976,2012,"Y","N","poor correlation with master",1,6,"QURU","Quercus","C","LIVE",21,0.202175,544.4788,6351.711,1,31.83099,13594.57,5086.475,5.893441,891.2677,28,0.4327287,8.370173,0.09500478,"IRNA",36.75242,-81.30829,1256.67288207748,0.00766620689655172,0.180023414218825,111993.786113204,111993.786113204,-0.781762631569165,6.51817751066061,120.404166666667,8.50083321332932,1444.85,63.51711
1996,"IRNB1","IRN","B",1,"IRNB131",368.6594,"IRNB131HI","N",1910,1912,2012,"Y","Y","actually lower; this one measured",2,31,"QUPR","Quercus","C","LIVE",86,0.4189377,368.6594,13161.73,1,31.83099,9359.582,7409.624,11.93661,1050.423,33,0.2979248,17.45333,0.1858898,"IRNB",36.7579,-81.3064,1114.83777095067,0.0279629032258065,-0.0795997610513717,94858.1839370496,94858.1839370496,-0.781762631569165,5.34669212371858,120.404166666667,8.50083321332932,1444.85,131.6173
1996,"IRNB2","IRN","B",2,"IRNB210",71.37078,"IRNB210HI","N",1915,1917,2012,"Y","N","poor correlation with master",2,10,"QURU","Quercus","C","LIVE",81,0.1059313,71.37078,3328.032,1,31.83099,8239.63,6899.249,10.90954,763.9437,24,0.2622756,15.36031,0.06273602,"IRNB",36.75741,-81.30741,1129.34821049052,0.0256407039020658,-0.05699013857009,94447.430817497,94447.430817497,-0.781762631569165,5.21525263337429,120.404166666667,8.50083321332932,1444.85,33.28032
1996,"IRNB3","IRN","B",3,"IRNB333",67.99137,"IRNB333HI","Y",1911,1912,2012,"Y","Y","1999 missing",1,33,"NYSY","Nyssa","I","LIVE",85,0.2131141,67.99137,6695.385,1,31.83099,8341.501,7242.328,11.55762,891.2677,28,0.2655182,16.77256,0.10288,"IRNB",36.7567,-81.30802,1151.4676387823,0.0226561013046815,-0.0186855120661668,94878.6782054599,94878.6782054599,-0.781762631569165,5.19304336693142,120.404166666667,8.50083321332932,1444.85,66.95385
1996,"IRNC1","IRN","C",1,"IRNC125",177.4045,"IRNC125HI","Y",1913,1914,2012,"Y","Y","B side is clearer in supression",1,25,"QUPR","Quercus","C","LIVE",83,0.3668576,177.4045,11525.53,1,31.83099,15948.74,12885.28,16.75509,1336.902,42,0.5076643,24.19483,0.1412579,"IRNC",36.76212,-81.30692,1000.50974882929,0.0769193103448276,-0.196700723712222,100591.06512654,100591.06512654,-0.781762631569165,7.15261362427442,120.404166666667,8.50083321332932,1444.85,115.2553
1996,"MORA1","MOR","A",1,"MORA118",35.52764,"MORA118HI","N",1955,1958,2012,"Y","N","poor correlation w/ master",3,18,"QUPR","Quercus","U","LIVE",41,0.08274328,35.52764,2599.538,1,31.83099,11596.65,9000.822,21.21547,668.4508,21,0.3691329,28.12984,0.01128861,"MORA",37.71746,-80.1106,877.041792547835,0.00779410876132931,0.181940248405504,98238.8672687436,98238.8672687436,-0.781762631569165,7.95832562705767,118.174166666667,9.69875006874403,1418.09,25.99538
1996,"MORA2","MOR","A",2,"MORA222",50.66596,"MORA222HI","Y",1954,1955,2012,"Y","Y","2002 & 2003 missing",1,22,"BELE","Betula","U","LIVE",42,0.163541,50.66596,5137.952,1,31.83099,11200.54,7671.411,18.81669,1018.592,32,0.3565243,23.58759,0.06626919,"MORA",37.71701,-80.1116,885.855193328279,0.00741630022744503,0.236500716030663,99339.9315238093,99339.9315238093,-0.781762631569165,8.18490075269868,118.174166666667,9.69875006874403,1418.09,51.37952
1996,"MORA2","MOR","A",2,"MORA236",231.9004,"MORA236HI","Y",1953,1954,2012,"N","Y","b side measured",1,36,"NYSY","Nyssa","I","LIVE",43,0.2765879,231.9004,8689.534,1,31.83099,11200.54,7671.411,18.81669,1018.592,32,0.3565243,23.58759,0.1120774,"MORA",37.71701,-80.1116,885.855193328279,0.00741630022744503,0.236500716030663,99339.9315238093,99339.9315238093,-0.781762631569165,8.18490075269868,118.174166666667,9.69875006874403,1418.09,86.89534
1996,"MORB1","MOR","B",1,"MORB147",46.7557,"MORB147HI","N",1963,1966,2012,"Y","N","poor correlation w/ master, but 1966 marker year lines up",3,47,"QURU","Quercus","I","LIVE",33,0.06080373,46.7557,1910.265,1,31.83099,8891.619,6286.128,7.761219,923.0987,29,0.283029,14.81646,0.02461559,"MORB",37.72242,-80.1086,738.07714884696,0.237477735849057,-0.0934381551362639,90337.9040959802,90337.9040959802,-0.781762631569165,6.97735812261148,118.174166666667,9.69875006874403,1418.09,19.10265
1996,"MORB2","MOR","B",2,"MORB206",82.22137,"MORB206HI","Y",1953,1954,2012,"Y","N","poor correlation w/ master",1,6,"QUPR","Quercus","U","LIVE",43,0.1456879,82.22137,4577.062,1,31.83099,8062.868,6425.122,8.63608,795.7747,25,0.2566491,16.8654,0.06181905,"MORB",37.72218,-80.10972,744.222557399028,0.224869683257919,-0.110315066197415,90798.4192135725,90798.4192135725,-0.781762631569165,7.04221520519022,118.174166666667,9.69875006874403,1418.09,45.77062
1996,"MORB2","MOR","B",2,"MORB214",1041.859,"MORB214HI","N",1908,1911,2012,"Y","Y","false rings (2) in 1953",3,14,"QUPR","Quercus","C","LIVE",88,1.785221,1041.859,56086.11,1,31.83099,8062.868,6425.122,8.63608,795.7747,25,0.2566491,16.8654,0.7575144,"MORB",37.72218,-80.10972,744.222557399028,0.224869683257919,-0.110315066197415,90798.4192135725,90798.4192135725,-0.781762631569165,7.04221520519022,118.174166666667,9.69875006874403,1418.09,560.8611
1996,"MORB2","MOR","B",2,"MORB236",65.64177,"MORB236HI","N",1971,1976,2012,"N","Y","bark fell off while polishing",5,36,"ACRU","Acer","I","LIVE",25,0.03439083,65.64177,1080.453,1,31.83099,8062.868,6425.122,8.63608,795.7747,25,0.2566491,16.8654,0.0145929,"MORB",37.72218,-80.10972,744.222557399028,0.224869683257919,-0.110315066197415,90798.4192135725,90798.4192135725,-0.781762631569165,7.04221520519022,118.174166666667,9.69875006874403,1418.09,10.80453
1996,"MORB2","MOR","B",2,"MORB243",75.1553,"MORB243HI","N",1957,1960,2012,"N","Y","B side dated",3,43,"ACRU","Acer","I","LIVE",39,0.07749428,75.1553,2434.63,1,31.83099,8062.868,6425.122,8.63608,795.7747,25,0.2566491,16.8654,0.03288278,"MORB",37.72218,-80.10972,744.222557399028,0.224869683257919,-0.110315066197415,90798.4192135725,90798.4192135725,-0.781762631569165,7.04221520519022,118.174166666667,9.69875006874403,1418.09,24.3463
1996,"MORC1","MOR","C",1,"MORC101",49.64117,"MORC101HI","N",1946,1948,2012,"Y","N","poor correlation w/ master",2,1,"NYSY","Nyssa","U","LIVE",50,0.09724854,49.64117,3055.248,1,31.83099,12908.97,7831.974,18.7724,891.2677,28,0.4109051,25.26814,0.02403447,"MORC",37.72533,-80.1077,666.932000337467,0.342753075170843,-0.214565932675266,96596.1255029741,96596.1255029741,-0.781762631569165,8.56238329712367,118.174166666667,9.69875006874403,1418.09,30.55248
1996,"MORC1","MOR","C",1,"MORC103",55.56849,"MORC103HI","Y",1945,1946,2012,"N","Y","B side dated",1,3,"ACRU","Acer","U","LIVE",51,0.08049407,55.56849,2528.874,1,31.83099,12908.97,7831.974,18.7724,891.2677,28,0.4109051,25.26814,0.01989369,"MORC",37.72533,-80.1077,666.932000337467,0.342753075170843,-0.214565932675266,96596.1255029741,96596.1255029741,-0.781762631569165,8.56238329712367,118.174166666667,9.69875006874403,1418.09,25.28874
1997,"BLDA4","BLD","A",4,"BLDA408",586.7233,"BLDA408HI","N",1933,1939,2012,"Y","N","poor correlation w/ master",6,8,"QURU","Quercus","C","LIVE",64,0.4801292,586.7233,15084.17,1,31.83099,14551.11,9116.283,18.25963,732.1127,23,0.4631761,24.07308,0.1984826,"BLDA",37.91874,-79.84931,1146.93945492662,0.013427320754717,0.17303983228513,127071.01143163,127071.01143163,-0.623504638638533,8.81565775715489,86.88,8.93666649858158,1042.56,150.8417
1997,"BLDA4","BLD","A",4,"BLDA410",284.8803,"BLDA410HI","Y",1982,1983,2012,"Y","Y","meaured",1,10,"BELE","Betula","I","LIVE",15,0.03768146,284.8803,1183.835,1,31.83099,14551.11,9116.283,18.25963,732.1127,23,0.4631761,24.07308,0.0155773,"BLDA",37.91874,-79.84931,1146.93945492662,0.013427320754717,0.17303983228513,127071.01143163,127071.01143163,-0.623504638638533,8.81565775715489,86.88,8.93666649858158,1042.56,11.83835
1997,"BLDB1","BLD","B",1,"BLDB133",162.7977,"BLDB133HI","N",1939,1940,2012,"Y","Y","false ring in 1952",1,33,"BELE","Betula","I","LIVE",58,0.146066,162.7977,4588.94,1,31.83099,9111.452,6044.495,15.14729,827.6057,26,0.2900265,16.61092,0.0758951,"BLDB",37.91899,-79.84276,994.130442091108,0.0321127080181543,0.0212430660615305,119858.064017565,119858.064017565,-0.623504638638533,9.82312886259652,86.88,8.93666649858158,1042.56,45.8894
1997,"BLDB1","BLD","B",1,"BLDB137",310.9166,"BLDB137HI","Y",1940,1941,2012,"Y","N","poor correlation w/ Master",1,37,"NYSY","Nyssa","U","LIVE",57,0.1066402,310.9166,3350.305,1,31.83099,9111.452,6044.495,15.14729,827.6057,26,0.2900265,16.61092,0.05540969,"BLDB",37.91899,-79.84276,994.130442091108,0.0321127080181543,0.0212430660615305,119858.064017565,119858.064017565,-0.623504638638533,9.82312886259652,86.88,8.93666649858158,1042.56,33.50305
1997,"BLDB2","BLD","B",2,"BLDB210",452.6912,"BLDB210HI","N",1936,1953,2012,"Y","Y","ring file in 2 parts, 1976-1978 not measured",17,10,"QURU","Quercus","C","LIVE",61,0.764639,452.6912,24022.59,1,31.83099,13449.24,9640.24,17.4147,1177.747,37,0.4281026,27.07656,0.205066,"BLDB",37.91985,-79.84246,997.512117400419,0.034882641509434,-0.0961635220125708,119731.72392544,119731.72392544,-0.623504638638533,9.90090374258393,86.88,8.93666649858158,1042.56,240.2259
1997,"BLDB2","BLD","B",2,"BLDB237",1554.177,"BLDB237HI","N",1845,1865,2012,"Y","Y","lots of error on pith est",20,37,"QUPR","Quercus","D","LIVE",152,3.728746,1554.177,117145.6,1,31.83099,13449.24,9640.24,17.4147,1177.747,37,0.4281026,27.07656,1,"BLDB",37.91985,-79.84246,997.512117400419,0.034882641509434,-0.0961635220125708,119731.72392544,119731.72392544,-0.623504638638533,9.90090374258393,86.88,8.93666649858158,1042.56,1171.456
1997,"BLDC2","BLD","C",2,"BLDC232",174.8281,"BLDC232HI","Y",1941,1943,2012,"Y","Y","can't measure to pith",2,32,"NYSY","Nyssa","U","LIVE",56,0.1004426,174.8281,3155.594,1,31.83099,9844.013,6127.546,15.51039,986.7606,31,0.3133447,17.13898,0.05438479,"BLDC",37.91423,-79.8396,866.701798621617,0.0382064296520424,-0.136115313498066,118509.65576795,118509.65576795,-0.623504638638533,10.1082796477053,86.88,8.93666649858158,1042.56,31.55594
1997,"BLDC3","BLD","C",3,"BLDC303",161.4288,"BLDC303HI","Y",1934,1935,2012,"Y","N","poor correlation; pull from analysis",1,3,"NYSY","Nyssa","I","LIVE",63,0.1181353,161.4288,3711.446,1,31.83099,3996.369,3682.289,3.214199,891.2677,28,0.1272084,5.675005,0.1776129,"BLDC",37.91517,-79.83977,880.148512355018,0.0388048411497731,-0.113580013447638,119166.485413846,119166.485413846,-0.623504638638533,10.2565136624348,86.88,8.93666649858158,1042.56,37.11446
1997,"BLDC4","BLD","C",4,"BLDC437",45.56904,"BLDC437HI","N",1932,1934,2009,"Y","Y","dead or broken outside",2,37,"QUPR","Quercus","I","LIVE",65,0.2094557,45.56904,6580.451,1,31.83099,8370.02,5350.679,15.77969,859.4367,27,0.266426,16.16204,0.1294916,"BLDC",37.91554,-79.83873,868.618903971845,0.0416606334841629,-0.0971803251215027,118333.398439375,118333.398439375,-0.623504638638533,10.1772623962081,86.88,8.93666649858158,1042.56,65.80451
1997,"FLTB2","FLT","B",2,"FLTB204",61.28171,"FLTB204HI","Y",1953,1954,2013,"Y","N","poor correlation",1,4,"QURU","Quercus","U","LIVE",44,0.04901644,61.28171,1539.945,1,31.83099,15690.01,5280.251,16.54217,923.0987,29,0.4994286,16.99875,0.01987626,"FLTB",37.23649,-80.85878,1006.10094850949,0.0315926067073171,-0.0417407689701902,129249.492407312,129249.492407312,-0.623504638638533,10.06516311333,71.6216666666667,9.16500006119411,859.46,15.39945
1997,"HIKA1","HIK","A",1,"HIKA112",3329.249,"HIKA112HI","Y",1889,1890,2012,"Y","Y","break at 1931, 2 missing rings",1,12,"QURU","Quercus","C","LIVE",108,1.187797,3329.249,83943.28,1,14.14711,25411.09,18588.96,20.26929,537.59,38,0.3594934,23.83322,0.359964,"HIKA",38.56657,-79.16857,1094.13162265404,0.00832937219730942,0.205675967447272,112267.135530654,112267.135530654,-0.623504638638533,9.29481974588467,79.2783333333333,8.40708333253861,951.34,839.4328
1997,"HIKA1","HIK","A",1,"HIKA124",976.5302,"HIKA124HI","N",1914,1916,2012,"Y","Y","not sure of pith est",2,24,"QURU","Quercus","C","LIVE",83,1.190881,976.5302,84161.21,1,14.14711,25411.09,18588.96,20.26929,537.59,38,0.3594934,23.83322,0.3608986,"HIKA",38.56657,-79.16857,1094.13162265404,0.00832937219730942,0.205675967447272,112267.135530654,112267.135530654,-0.623504638638533,9.29481974588467,79.2783333333333,8.40708333253861,951.34,841.6121
1997,"HIKA2","HIK","A",2,"HIKA220",22.98523,"HIKA220HI","N",1928,1931,2012,"Y","N","poor corr w/ master",3,20,"ACRU","Acer","I","LIVE",69,0.1032057,22.98523,4669.94,1,22.10485,18122.33,14089.23,20.92602,442.0971,20,0.4005915,28.45063,0.02660543,"HIKA",38.56745,-79.16833,1097.45767195767,0.00850915178571428,0.180565889550272,110109.96578086,110109.96578086,-0.623504638638533,9.05199457592401,79.2783333333333,8.40708333253861,951.34,46.6994
1997,"HIKA3","HIK","A",3,"HIKA311",1942.968,"HIKA311HI","N",1833,1838,2012,"Y","Y","tentative pith date",5,11,"QURU","Quercus","C","LIVE",164,3.447438,1942.968,243635.2,1,14.14711,19147.42,19391.49,19.62845,183.9124,13,0.2708806,29.30223,0.6309791,"HIKA",38.56833,-79.16862,1102.64975124378,0.00787902985074627,0.209981343283589,108006.020702228,108006.020702228,-0.623504638638533,8.66983853988805,79.2783333333333,8.40708333253861,951.34,2436.352
1997,"HIKB3","HIK","B",3,"HIKB321",23.05049,"HIKB321HI","Y",1928,1929,2012,"Y","N","poor corr w/ master",1,21,"ACRU","Acer","U","LIVE",69,0.08000164,23.05049,2513.404,1,31.83099,13430.74,10011.83,12.80824,1050.423,33,0.4275139,22.3153,0.02068634,"HIKB",38.57215,-79.15678,907.026304870965,0.0383948469006721,0.238507177827566,99481.9866625328,99481.9866625328,-0.623504638638533,8.94598778791207,79.2783333333333,8.40708333253861,951.34,25.13404
1997,"HIKB3","HIK","B",3,"HIKB333",62.245,"HIKB333HI","N",1930,1936,2012,"Y","Y","1977 missing",6,33,"ACRU","Acer","I","LIVE",67,0.09111059,62.245,2862.413,1,31.83099,13430.74,10011.83,12.80824,1050.423,33,0.4275139,22.3153,0.02355883,"HIKB",38.57215,-79.15678,907.026304870965,0.0383948469006721,0.238507177827566,99481.9866625328,99481.9866625328,-0.623504638638533,8.94598778791207,79.2783333333333,8.40708333253861,951.34,28.62413
1997,"HIKB4","HIK","B",4,"HIKB409",67.95807,"HIKB409HI","N",1934,1937,2012,"Y","Y","2011, 1977 missing",3,9,"ACRU","Acer","U","LIVE",63,0.08889066,67.95807,2792.669,1,31.83099,13699.22,6992.279,16.44728,732.1127,23,0.4360598,19.88435,0.01508002,"HIKB",38.57218,-79.15804,926.122354497354,0.0149162946428571,0.263103505291007,99349.0159928188,99349.0159928188,-0.623504638638533,8.77487043852506,79.2783333333333,8.40708333253861,951.34,27.92669
1997,"HIKB4","HIK","B",4,"HIKB413",467.8667,"HIKB413HI","Y",1920,1921,2012,"Y","Y","1931 missing",1,13,"ACRU","Acer","I","LIVE",77,0.2187833,467.8667,6873.493,1,31.83099,13699.22,6992.279,16.44728,732.1127,23,0.4360598,19.88435,0.03711589,"HIKB",38.57218,-79.15804,926.122354497354,0.0149162946428571,0.263103505291007,99349.0159928188,99349.0159928188,-0.623504638638533,8.77487043852506,79.2783333333333,8.40708333253861,951.34,68.73493
1997,"HIKB4","HIK","B",4,"HIKB420",162.627,"HIKB420HI","N",1930,1933,2008,"Y","N","poor corr w/ master",3,20,"ACRU","Acer","U","LIVE",67,0.05120153,162.627,1608.593,1,31.83099,13699.22,6992.279,16.44728,732.1127,23,0.4360598,19.88435,0.008686176,"HIKB",38.57218,-79.15804,926.122354497354,0.0149162946428571,0.263103505291007,99349.0159928188,99349.0159928188,-0.623504638638533,8.77487043852506,79.2783333333333,8.40708333253861,951.34,16.08593
1997,"HIKC2","HIK","C",2,"HIKC202",325.6298,"HIKC202HI","N",1809,1815,2012,"Y","Y","dots off on core",6,2,"BELE","Betula","C","LIVE",188,2.628046,325.6298,82565.05,1,31.83099,15033.54,10121.1,28.52662,827.6057,26,0.4785324,30.86972,0.4876325,"HIKC",38.57435,-79.15297,834.35688225539,0.0919242537313433,-0.101844941956882,103197.005746313,103197.005746313,-0.623504638638533,9.67810729258515,79.2783333333333,8.40708333253861,951.34,825.6505
1997,"HIKC2","HIK","C",2,"HIKC206",46.60867,"HIKC206HI","Y",1969,1970,2012,"Y","N","poor corr w/ master",1,6,"BELE","Betula","I","LIVE",28,0.1306016,46.60867,4103.098,1,31.83099,15033.54,10121.1,28.52662,827.6057,26,0.4785324,30.86972,0.02423306,"HIKC",38.57435,-79.15297,834.35688225539,0.0919242537313433,-0.101844941956882,103197.005746313,103197.005746313,-0.623504638638533,9.67810729258515,79.2783333333333,8.40708333253861,951.34,41.03098
1997,"HIKC3","HIK","C",3,"HIKC313",329.6611,"HIKC313HI","N",1972,1974,2012,"Y","Y","2011 missing",2,13,"ACRU","Acer","I","LIVE",25,0.3648047,329.6611,11461.03,1,31.83099,19463.73,8810.299,12.28269,1082.254,34,0.6195497,14.35228,0.2687263,"HIKC",38.57377,-79.15203,823.694881398252,0.0948026966292135,-0.157126508531003,103834.095874169,103834.095874169,-0.623504638638533,9.92995266289892,79.2783333333333,8.40708333253861,951.34,114.6103
1997,"HIKC4","HIK","C",4,"HIKC405",24.9832,"HIKC405HI","N",1972,1977,2012,"Y","Y","2011, 2003 missing",5,5,"ACRU","Acer","I","LIVE",25,0.4043628,24.9832,12703.83,1,31.83099,20760.29,10360.08,10.38638,1305.071,41,0.6608206,14.45628,0.4430001,"HIKC",38.57328,-79.15099,812.190677264448,0.0977666915052161,-0.108761798310979,104810.007774552,104810.007774552,-0.623504638638533,10.1959846013188,79.2783333333333,8.40708333253861,951.34,127.0383
1997,"HIKC4","HIK","C",4,"HIKC406",52.92107,"HIKC406HI","N",1971,1973,2012,"Y","Y","2003, 1990 missing",2,6,"ACRU","Acer","U","LIVE",26,0.09815384,52.92107,3083.69,1,31.83099,20760.29,10360.08,10.38638,1305.071,41,0.6608206,14.45628,0.1075325,"HIKC",38.57328,-79.15099,812.190677264448,0.0977666915052161,-0.108761798310979,104810.007774552,104810.007774552,-0.623504638638533,10.1959846013188,79.2783333333333,8.40708333253861,951.34,30.8369
1997,"HIKC4","HIK","C",4,"HIKC417",340.1951,"HIKC417HI","Y",1971,1972,2012,"Y","Y","1999 missing",1,17,"ACRU","Acer","C","LIVE",26,0.3202329,340.1951,10060.72,1,31.83099,20760.29,10360.08,10.38638,1305.071,41,0.6608206,14.45628,0.3508314,"HIKC",38.57328,-79.15099,812.190677264448,0.0977666915052161,-0.108761798310979,104810.007774552,104810.007774552,-0.623504638638533,10.1959846013188,79.2783333333333,8.40708333253861,951.34,100.6072
1997,"HIKC4","HIK","C",4,"HIKC421",322.1743,"HIKC421HI","N",1971,1973,2012,"Y","Y","2011, 2003 missing",2,21,"ACRU","Acer","C","LIVE",26,0.2413682,322.1743,7583.041,1,31.83099,20760.29,10360.08,10.38638,1305.071,41,0.6608206,14.45628,0.2644312,"HIKC",38.57328,-79.15099,812.190677264448,0.0977666915052161,-0.108761798310979,104810.007774552,104810.007774552,-0.623504638638533,10.1959846013188,79.2783333333333,8.40708333253861,951.34,75.83041
1997,"HNKA1","HNK","A",1,"HNKA113",935.4299,"HNKA113HI","N",1908,1912,2012,"Y","Y","break at 1927",4,13,"QUPR","Quercus","C","LIVE",89,1.68828,935.4299,53040.52,1,31.83099,13419.54,8091.993,24.49868,509.2958,16,0.4271571,24.59088,0.4016758,"HNKA",38.31762,-79.23926,941.822005663835,0.00808313343328336,0.197661585873733,110253.19323235,110253.19323235,-0.623504638638533,8.97076067842201,80.5758333333333,9.71541682879129,966.91,530.4052
1997,"HNKA3","HNK","A",3,"HNKA321",589.6101,"HNKA321HI","N",1927,1929,2012,"Y","Y","cored twice",2,21,"NYSY","Nyssa","C","LIVE",70,0.4205581,589.6101,22334.47,1,18.8349,20093.56,12186.42,18.47122,640.3868,34,0.3784602,19.99181,0.1010121,"HNKA",38.31877,-79.2409,952.354604604605,0.00617837837837838,0.287183016349687,106063.970434641,106063.970434641,-0.623504638638533,8.35349120388354,80.5758333333333,9.71541682879129,966.91,223.3447
1997,"HNKA3","HNK","A",3,"HNKA323",120.0079,"HNKA323HI","N",1938,1942,2012,"Y","N","poor corr",4,23,"NYSY","Nyssa","I","LIVE",59,0.1240379,120.0079,6587.247,1,18.8349,20093.56,12186.42,18.47122,640.3868,34,0.3784602,19.99181,0.02979213,"HNKA",38.31877,-79.2409,952.354604604605,0.00617837837837838,0.287183016349687,106063.970434641,106063.970434641,-0.623504638638533,8.35349120388354,80.5758333333333,9.71541682879129,966.91,65.87247
1997,"HNKA3","HNK","A",3,"HNKA329",703.3083,"HNKA329HI","N",1911,1917,2012,"Y","Y","switch sides measuring at 1937 b/c of scar",6,29,"ACRU","Acer","C","LIVE",86,1.89799,703.3083,100796.1,1,18.8349,20093.56,12186.42,18.47122,640.3868,34,0.3784602,19.99181,0.4558701,"HNKA",38.31877,-79.2409,952.354604604605,0.00617837837837838,0.287183016349687,106063.970434641,106063.970434641,-0.623504638638533,8.35349120388354,80.5758333333333,9.71541682879129,966.91,1007.961
